"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2018","1","2","The soil will save us! : how scientists, farmers, and foodies are healing the soil to save the planet / Kristin Ohlson.",,"Ohlson, Kristin, 1951-","Soils and climate, Global warming Prevention, Soil chemistry, Carbon dioxide","Rodale,","[2014]"
"Physical","Horizon","BOOK","2018","1","1","Zuckerman bound : a trilogy and epilogue 1979-1985 / Philip Roth.",,"Roth, Philip","Zuckerman Nathan Fictitious character Fiction, Jewish men Fiction, Novelists Fiction, Humorous fiction","Library of America,","[2007]"
"Digital","OverDrive","EBOOK","2018","1","3","Godblind",,"Anna Stephens","Fantasy, Fiction, Thriller","Lightning Source Inc","2017"
"Digital","OverDrive","EBOOK","2018","1","1","The Magic of Reality: How We Know What's Really True",,"Richard Dawkins","Nonfiction, Science, Sociology","Simon & Schuster, Inc.","2014"
"Digital","Freegal","SONG","2018","1","1","Rock This Town",,"The Jaguars",,,
"Physical","Horizon","VIDEODISC","2018","1","56","Now you see me. 2 / Summit Entertainment ; K/O Paper Products ; in association with TIK Films ; produced by Alex Kurtzman, Roberto Orci, Bobby Cohen ; story by Ed Solomon & Peter Chiarelli ; screenplay by Ed Solomon ; directed by Jon M. Chu.",,,"Magicians Drama, Whistle blowing Drama, Businessmen Drama, Caper films, Thrillers Motion pictures, Action and adventure films, Feature films, Fiction films, Comedy films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Summit Entertainment/Lionsgate,","[2016]"
"Digital","OverDrive","EBOOK","2018","1","1","Risk It: Rule Breakers Series, Book 4",,"Jennifer Chance","Fiction, Romance","Random House, Inc.","2015"
"Physical","Horizon","VIDEODISC","2018","1","13","Pumpkinhead / Metro Goldwyn Mayer ; MGM/UA ; a Lion Films production in association with Billy Blake ; produced by Howard Smith, Richard C. Weinman ; story by Mark Patrick Carducci and Stan Winston & Richard C. Weinman ; screenplay by Mark Patrick Carducci with Gary Gerani ; directed by Stan Winston.",,,"Sons Death Drama, Manslaughter Drama, Revenge Drama, Demonology Drama, Magic Drama, Feature films, Horror films, Fiction films, Video recordings for the hearing impaired","Distributed by 20th Century Fox Home Entertainment,","[2008]"
"Physical","Horizon","SOUNDDISC","2018","1","1","Darklands / the Jesus and Mary Chain.",,"Jesus & Mary Chain (Musical group)","Rock music 1981 1990","Blanco y Negro ,","[1987]"
"Physical","Horizon","BOOK","2018","1","1","A simple guide to blueprint reading; a text for those engaged in preliminary study of blueprint reading.",,"Wright, William N.","Blueprints","Craftsman Press,","[1941]"
"Physical","Horizon","VIDEODISC","2018","1","1","El Chavo. Temporada 1 completa / coproducción, Roberto Gómez Bolaños y Televisa ; una creación de Ánima Estudios ; director general, Heriberto López de Anda ; directores (Ánima Estudios), Alberto Mar, Alberto Rodríguez y Jorge Villalobos.",,,"Boys Mexico Juvenile drama, Friendship Mexico Juvenile drama, Neighborhoods Mexico Juvenile drama, Spanish language materials, Animated television programs, Childrens television programs, Fiction television programs, Television series","Televisa Home Entertainment ; Distributed by Vivendi Entertainment,","[2009]"
"Physical","Horizon","BOOK","2018","1","2","Someone to love / Mary Balogh.",,"Balogh, Mary","Inheritance and succession Fiction, Upper class families Fiction, Orphans Fiction, Romance fiction, Historical fiction","Signet,","2016."
"Physical","Horizon","BOOK","2018","1","1","The brain book : development, function, disorder, health / Ken Ashwell ; foreword by Richard Restak.",,"Ashwell, Ken W. S.","Brain","Firefly Books,","2012."
"Digital","Hoopla","MUSIC","2018","1","1","III (Bonus Tracks & Remixes)",,,"Electronic","Mute",
"Digital","OverDrive","EBOOK","2018","1","2","Brunetti's Venice: Walks with the City's Best-Loved Detective",,"Toni Sepeda","Nonfiction, Travel","Lightning Source Inc","2014"
"Physical","Horizon","SOUNDDISC","2018","1","1","Songs of the month. Vol. 5 and 6 / Nancy Stewart.",,"Stewart, Nancy (Guitarist)","Childrens songs Juvenile sound recordings, Songs","Friends Street Music,","[2011]"
"Physical","Horizon","VIDEODISC","2018","1","2","Cinderella III : a twist in time / Walt Disney Pictures ; produced by Margot Pipkin ; screenplay by Dan Berendsen ... [and others] ; directed by Frank Nissen.",,,"Cinderella Legendary character Juvenile drama, Princesses Juvenile drama, Fairy godmothers Juvenile drama, Stepmothers Juvenile drama, Magic Juvenile drama, Princes Juvenile drama, Feature films, Childrens films, Animated films, Video recordings for the hearing impaired","Disney,","2012."
"Digital","OverDrive","EBOOK","2018","1","1","The Org: The Underlying Logic of the Office",,"Ray Fisman","Business, Nonfiction, Psychology","Hachette Digital, Inc.","2013"
"Physical","Horizon","BOOK","2018","1","5","Windows 10 in easy steps / Mike McGrath.",,"McGrath, Mike, 1956-","Microsoft Windows Computer file, Operating systems Computers","In Easy Steps,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2018","1","7","The Moor: Mary Russell and Sherlock Holmes Series, Book 4 (unabridged) (Unabridged)",,"Laurie R. King","Fiction, Historical Fiction, Mystery","Macmillan Audio","2016"
"Physical","Horizon","BOOK","2018","1","1","Cartoon animation / by Preston Blair.",,"Blair, Preston","Animation Cinematography, Animated films","Walter Foster Publishing, Inc.,","[1994]"
"Physical","Horizon","SOUNDDISC","2018","1","1","A rage for glory : the life of Commodore Stephen Decatur, USN / by James Tertius de Kay.",,"De Kay, James T.","Decatur Stephen 1779 1820, United States Navy Biography, Admirals United States Biography, United States History War of 1812 Naval operations, United States History Naval To 1900","Recorded Books,","[2004]"
"Physical","Horizon","SOUNDDISC","2018","1","3","The ultimate collection / Sade.",,"Sade","Popular music","Epic,","[2011]"
"Digital","OverDrive","EBOOK","2018","1","2","Detection Unlimited: Country House Mysteries Series, Book 12",,"Georgette Heyer","Fiction, Mystery","Sourcebooks","2011"
"Digital","Freegal","SONG","2018","1","1","The Parting Glass",,"Carlyle Fraser",,,
"Physical","Horizon","BOOK","2018","1","1","Dark territory : the secret history of cyber war / Fred Kaplan.",,"Kaplan, Fred M.","Cyberterrorism United States Prevention History","Simon & Schuster,","c2016."
"Physical","Horizon","VIDEODISC","2018","1","1","Duck, you sucker / Metro Goldwyn Mayer ; produced by Fulvio Morsella for Rafran Cinematografica, Euro International Films ; screenplay by Luciano Vincenzoni, Sergio Donati, Sergio Leone ; story by Sergio Leone and Sergio Donati ; directed by Sergio Leone.",,,"Outlaws Drama, Gunfights Drama, Peasants Drama, Revolutionaries Mexico Drama, Political prisoners Drama, Explosives Transportation Drama, Mexico History Revolution 1910 1920 Drama, Spaghetti Westerns, Western films, Action and adventure films, Video recordings for the hearing impaired, Fiction films, Feature films","MGM Home Entertainment,","2008."
"Digital","OverDrive","AUDIOBOOK","2018","1","1","A Wedding in December (Unabridged)",,"Anita Shreve","Fiction, Literature","Hachette Audio","2006"
"Digital","Freegal","SONG","2018","1","1","Golden",,"Mt. Wolf,St. South",,,
"Physical","Horizon","BOOK","2018","1","3","The killing kind / John Connolly.",,"Connolly, John, 1968-","Parker Charlie Bird Fictitious character Fiction, Private investigators Maine Fiction, Detective and mystery fiction","Emily Bestler Books/Atria,","2015."
"Digital","Freegal","SONG","2018","1","1","Gangnam Style",,"K-Pop All-Stars",,,
"Digital","OverDrive","AUDIOBOOK","2018","1","2","The Bitter Waters of Medicine Creek: A Tragic Clash Between White and Native America (unabridged) (Unabridged)",,"Richard Kluger","History, Nonfiction","Books on Tape","2011"
"Physical","Horizon","SOUNDDISC","2018","1","1","Ishi in two worlds : [a biography of the last wild Indian in North America] / by Theodora Kroeber.",,"Kroeber, Theodora","Ishi 1916, Yana Indians","Blackstone Audio,","2009."
"Digital","OverDrive","EBOOK","2018","1","1","Grimm's Last Fairytale: A Novel",,"Haydn Middleton","Fiction, Historical Fiction","Macmillan Publishers","2014"
"Physical","Horizon","BOOK","2018","1","1","Without a summer / Mary Robinette Kowal.",,"Kowal, Mary Robinette, 1969-","Magic Fiction, England Social life and customs 19th century Fiction, Regency fiction, Paranormal romance stories","Tor,","2013."
"Physical","Horizon","SOUNDDISC","2018","1","1","The painted veil / by W. Somerset Maugham.",,"Maugham, W. Somerset (William Somerset), 1874-1965","British China Fiction, Bacteriologists Fiction, Married people Fiction, Adultery Fiction, Cholera Fiction, China Fiction, Domestic fiction, Psychological fiction, Audiobooks","Blackstone Audio,","[2006]"
"Physical","Horizon","VIDEODISC","2018","1","2","Oz. The complete sixth season / Home Box Office.",,,"Prisons Drama, Prisoners Attitudes Drama, Thrillers Television programs, Prison television programs, Fiction television programs, Television series, Video recordings for the hearing impaired","Home Box Office ; Distributed by Warner Home Video,","[2006]"
"Physical","Horizon","BOOK","2018","1","2","The blue tattoo : the life of Olive Oatman / Margot Mifflin.",,"Mifflin, Margot, 1960-","Oatman Olive Ann, Indian captivities Southwest New, Apache Indians, Yavapai Indians, Mohave Indians","University of Nebraska Press,","[2009]"
"Physical","Horizon","BOOK","2018","1","2","Wild mind : a field guide to the human psyche / Bill Plotkin.",,"Plotkin, Bill, 1950-","Nature Psychological aspects, Soul Psychological aspects, Developmental psychology","New World Library,","[2013]"
"Physical","Horizon","BOOK","2018","1","1","Novels, 1967-1972 / Philip Roth.",,"Roth, Philip","Kepesh David Fictitious character Fiction, Fathers and daughters Fiction, Married women Fiction, Young men Fiction, Jewish men Fiction, Sex addicts Fiction, Mothers and sons Fiction, College teachers United States Fiction, Metamorphosis Fiction, Breast Fiction, Middle West Fiction, Psychological fiction, Humorous fiction, Bildungsromans, Domestic fiction","Library of America,","2005."
"Physical","Horizon","VIDEODISC","2018","1","51","Grandma / Sony Pictures Classics ; an 1821 Media and Depth of Field production ; produced by Andrew Miano, Paul Weitz, Paris Kassidokostas-Latsis and Terry Douglas ; written and directed by Paul Weitz.",,,"Grandmothers Drama, Grandparent and child Drama, Family secrets Drama, Feature films, Comedy films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,","[2016]"
"Physical","Horizon","BOOK","2018","1","2","Roger is reading a book / Koen Van Biesen ; translated by Laura Watkinson.",,"Van Biesen, Koen, 1964-","Books and reading Juvenile fiction, Noise Juvenile fiction","Eerdmans Books for Young Readers,","2015."
"Physical","Horizon","BOOK","2018","1","3","Memorial Day / Vince Flynn.",,"Flynn, Vince, 1966-2013","Rapp Mitch Fictitious character Fiction, Terrorism Prevention Fiction, Intelligence officers Fiction, Political fiction, Suspense fiction","Pocket Star Books,","2005."
"Physical","Horizon","SOUNDDISC","2018","1","2","Ol' blue eyes is back / Frank Sinatra.",,"Sinatra, Frank, 1915-1998","Jazz vocals, Popular music 1971 1980","Universal Music Enterprises,","[2014]"
"Physical","Horizon","BOOK","2018","1","1","Country Living handmade scrapbooks : creating scrapbooks, albums, journals, and memory boxes / text by Mary Caldwell ; photography by Keith Scott Morton ; foreword by Nancy Merrit Soriano.",,"Caldwell, Mary","Photograph albums, Photographs Conservation and restoration, Scrapbooks","Hearst Books,","1999."
"Physical","Horizon","BOOK","2018","1","2","Ji hua / Jia Pingwa, zhu.",,"Jia, Pingwa","Chinese fiction 21st century","Ren min wen xue chu ban she,","2016."
"Physical","Horizon","VIDEODISC","2018","1","7","Don't look back / by D.A. Pennebaker ; produced by Albert Grossman, John Court and Leacock Pennebaker Inc.",,,"Dylan Bob 1941, Singers United States Biography, Documentary films, Biographical films, Filmed performances, Video recordings for the hearing impaired","Criterion,","[2015]"
"Digital","OverDrive","EBOOK","2018","1","1","The Navigator: Lorien Legacies: The Lost Files Series, Book 11",,"Pittacus Lore","Science Fiction, Short Stories, Young Adult Fiction","HarperCollins Publishers Inc.","2015"
"Physical","Horizon","SOUNDDISC","2018","1","9","The ninth hour : [a novel] / Alice McDermott.",,"McDermott, Alice","Widows New York State New York Fiction, Nuns New York State New York Fiction, Irish New York State New York Fiction, Suicide Fiction, Brooklyn New York N Y Fiction, Audiobooks, Historical fiction, Domestic fiction, Historical fiction","Macmillan Audio,","[2017]"
"Physical","Horizon","BOOK","2018","1","1","Macarons : authentic French cookie recipes from the MacarOn Café / Cecile Cannone.",,"Cannone, Cecile","Macarons, Cookbooks","Ulysses Pr.,","[2011]"
"Physical","Horizon","BOOK","2018","1","4","In the kingdom of ice : the grand and terrible polar voyage of the U.S.S. Jeannette / Hampton Sides.",,"Sides, Hampton","Bennett James Gordon 1841 1918, De Long George W George Washington 1844 1881, Jeannette Ship History, Shipwrecks Arctic Ocean History 19th century, Shipwreck survival Arctic Ocean History 19th century, Shipwreck survival Russia Federation Siberia History 19th century","Doubleday,","2014."
"Digital","OverDrive","EBOOK","2018","1","2","The Retribution of Mara Dyer: Mara Dyer Series, Book 3",,"Michelle Hodkin","Mystery, Young Adult Fiction","Simon & Schuster, Inc.","2014"
"Physical","Horizon","BOOK","2018","1","1","R.U.R. and The insect play / by the Brothers Capek.[Translated from the Czech by P. Selver]",,"Čapek, Karel, 1890-1938",,"Oxford University Press,","1961."
"Digital","OverDrive","AUDIOBOOK","2018","1","3","Dance Dance Dance (Unabridged)",,"Haruki Murakami","Fiction, Literature, Mystery","Naxos of America, Inc.","2009"
"Digital","Freegal","SONG","2018","1","1","Unchained Melody",,"Pianissimo Brothers",,,
"Physical","Horizon","BOOK","2018","1","1","Barnaby Rudge : a tale of the riots of 'eighty / Charles Dickens ; with an introduction by Peter Ackroyd ; and seventy-six illustrations by George Cattermole and Hablot K. Brown ('Phiz').",,"Dickens, Charles, 1812-1870","Gordon Riots 1780 Fiction, Apprentices Fiction, Locksmiths Fiction, London England History 18th century Fiction, Historical fiction, Political fiction, Mystery fiction","Alfred A. Knopf,","[2005]"
"Physical","Horizon","BOOK","2018","1","2","Green River killer : a true detective story / writer, Jeff Jensen ; artist, Jonathan Case ; letters, Nake Piekos of Blambot.",,"Jensen, Jeff","Ridgway Gary Leon 1949 Comic books strips etc, Detective and mystery comic books strips etc Washington State, Serial murders Washington State Green River Valley King County, Serial murderers Washington State Green River Valley King County, Green River Valley King County Wash Comic books strips etc, Graphic novels, Nonfiction comics","Dark Horse Books,","2011."
"Digital","OverDrive","EBOOK","2018","1","28","The Tipping Point: How Little Things Can Make a Big Difference",,"Malcolm Gladwell","Business, Nonfiction","Hachette Digital, Inc.","2007"
